_id/$oid,country,date/$date,keyword,lang,__v,absolute,difficult,normalized,similarWord,traffic
63482d63029a762ebdfa12d8,br,2022-10-02T00:00:00.000+0000,WINKY BANCO,pt-BR,0,50,0,86,winky banco,0
63482d63029a762ebdfa12dd,br,2022-10-02T00:00:00.000+0000,CELULARES BLACK FRIDAY,pt-BR,0,500,0,98,celulares black friday,0.1
63482d63029a762ebdfa12dc,br,2022-10-02T00:00:00.000+0000,MÉXICO,pt-BR,0,500000,0,100,méxico,50
63482d63029a762ebdfa12de,br,2022-10-02T00:00:00.000+0000,PROMOÇÃO DE GÁS,pt-BR,0,500,0,98,promoção de gás,0.1
63482d63029a762ebdfa12e9,br,2022-10-02T00:00:00.000+0000,CLASSIFICADOS,pt-BR,0,50000,0,99,classificados,5
63482d63029a762ebdfa12f5,br,2022-10-02T00:00:00.000+0000,LUIZA BARCELOS,pt-BR,0,500000,0,100,luiza barcelos,50
63482d63029a762ebdfa12ea,br,2022-10-02T00:00:00.000+0000,MULTA SEM CNH,pt-BR,0,5000,0,99,multa sem cnh,0.5
63482d63029a762ebdfa12ec,br,2022-10-02T00:00:00.000+0000,PINTOR,pt-BR,0,500000,0,100,pintor,50
63482d63029a762ebdfa12ee,br,2022-10-02T00:00:00.000+0000,RECEBER PAGAMENTOS,pt-BR,0,5000,0,99,receber pagamentos,0.5
63482d63029a762ebdfa12ef,br,2022-10-02T00:00:00.000+0000,VESTIDO MIDI,pt-BR,0,500000,0,100,vestido midi,50
63482d63029a762ebdfa12f3,br,2022-10-02T00:00:00.000+0000,APARTAMENTO,pt-BR,0,500000,0,100,apartamento,50
63482d63029a762ebdfa12f4,br,2022-10-02T00:00:00.000+0000,SILÊNCIO,pt-BR,0,50000,0,99,silêncio,5
63482d65029a762ebdfa1315,br,2022-10-02T00:00:00.000+0000,CLÍNICA,pt-BR,0,500000,0,100,clínica,50
